Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Descripcion_Psicologica
3,4,2,2,3,3,1,3,3,4,"Empático, Amable"
1,3,3,4,5,4,3,3,3,2,"Hablador, Asertivo, Calmado, Sereno, Pragmático, Práctico"
5,1,1,2,3,1,5,4,3,4,"Discreto, Directo, Franco, Planificador"
1,3,2,3,4,4,3,4,3,3,"Sociable, Disciplinado, Minucioso, Realista, Tradicional"
3,4,2,4,3,3,3,4,2,3,"Eficiente, Fiable, Estable emocionalmente, Relajado"
4,3,3,3,1,3,4,2,3,4,"Introvertido, Crítico, Descuidado, Flexible, Creativo"
4,5,4,2,3,2,1,2,4,3,"Reservado, Distante, Cooperador, Impulsivo, Flexible, Inseguro, Temperamental"
3,3,4,1,3,3,3,2,5,3,"Flexible, Espontáneo, Ansioso"
3,2,2,3,2,2,3,3,4,3,"Callado, Franco, Directo"
2,4,3,3,3,4,2,3,3,4,"Extrovertido, Entusiasta, Empático"
3,3,3,5,4,3,3,3,1,2,"Calmado, Estable emocionalmente, Pies en la tierra"
3,4,1,4,2,4,3,4,3,4,"Planificador, Relajado, Estable emocionalmente, Original"
1,3,1,5,2,5,3,5,2,4,"Extrovertido, Asertivo, Minucioso, Relajado, Curioso, Original"
3,4,1,3,3,4,2,4,2,2,"Empático, Cooperador, Disciplinado, Estable emocionalmente, Tradicional, Pragmático"
3,3,2,5,2,3,3,4,2,4,"Minucioso, Planificador, Estable emocionalmente, Curioso, Intelectual"
3,2,2,4,1,3,4,4,2,4,"Competitivo, Desconfiado, Disciplinado, Minucioso, Calmado, Imaginativo"
1,4,4,2,3,5,2,3,3,3,"Sociable, Empático, Relajado"
3,3,3,3,2,3,4,3,2,3,"Competitivo, Escéptico, Resiliente, Estable emocionalmente"
4,3,3,2,2,3,3,4,3,4,"Callado, Original, Creativo"
2,4,4,3,3,4,2,2,3,3,"Asertivo, Extrovertido, Confiado, Espontáneo"
3,3,4,1,2,3,3,2,4,3,"Descuidado, Impulsivo, Vulnerable, Inseguro"
3,3,3,2,2,3,4,3,4,4,"Crítico, Directo, Preocupado, Temperamental, Curioso"
3,4,2,4,1,3,2,4,1,4,"Compasivo, Disciplinado, Seguro, Original, Creativo"
2,3,1,3,2,4,3,4,3,4,"Entusiasta, Fiable, Minucioso, Creativo"
2,2,3,5,4,4,4,3,2,2,"Extrovertido, Energético, Directo, Calmado, Práctico"
3,4,2,2,1,3,3,4,4,5,"Disciplinado, Planificador, Temperamental, Preocupado, Creativo, Intelectual"
3,4,2,4,1,3,2,4,2,5,"Amable, Disciplinado, Sereno, Intelectual, Creativo"
4,2,4,1,4,2,4,2,5,1,"Introvertido, Competitivo, Espontáneo, Impulsivo, Preocupado, Pragmático, Práctico"
2,3,4,2,1,3,3,3,5,5,"Espontáneo, Descuidado, Preocupado, Creativo"
3,4,3,4,4,4,2,3,2,3,"Compasivo, Cooperador, Sereno, Pies en la tierra"
2,5,2,3,2,4,1,4,3,3,"Extrovertido, Confiado, Planificador"
5,3,5,2,1,2,2,2,3,4,"Reservado, Introvertido, Desorganizado, Relajado, Creativo, Original"
4,4,1,4,3,2,1,5,2,3,"Callado, Reflexivo, Conciliador, Confiado, Disciplinado, Organizado, Estable emocionalmente"
1,4,2,5,2,5,2,5,1,4,"Entusiasta, Hablador, Confiado, Minucioso, Seguro, Estable emocionalmente, Original, Imaginativo"
3,4,3,2,4,2,2,4,3,3,"Distante, Callado, Empático, Tradicional"
5,4,1,3,3,2,1,4,2,3,"Reservado, Introvertido, Confiado, Organizado, Relajado"
3,3,2,3,2,3,2,4,3,4,"Organizado, Original"
4,4,3,3,2,2,1,4,3,4,"Reflexivo, Compasivo, Empático, Imaginativo, No convencional"
3,3,2,4,3,2,3,4,3,3,"Reservado, Distante, Disciplinado, Calmado"
3,4,3,4,2,3,2,4,2,5,"Empático, Seguro, Intelectual"
2,3,1,4,1,3,3,5,3,5,"Minucioso, Resiliente, Imaginativo"
2,3,5,1,2,3,3,1,4,4,"Flexible, Descuidado, Sensible al estrés, Imaginativo, No convencional"
2,3,1,3,4,4,3,5,2,2,"Asertivo, Entusiasta, Disciplinado, Estable emocionalmente, Práctico, Convencional"
2,4,3,4,1,4,2,4,2,5,"Sociable, Empático, Amable, Calmado, Seguro, Creativo, Intelectual"
3,4,2,3,2,3,1,3,2,4,"Conciliador, Empático, Calmado, Original, Intelectual"
2,3,3,5,3,3,3,3,2,3,"Estable emocionalmente, Sereno"
4,3,1,3,3,2,4,5,3,3,"Reflexivo, Escéptico, Organizado, Eficiente"
3,4,2,1,3,2,2,4,5,3,"Discreto, Cooperador, Disciplinado, Fiable, Inseguro, Ansioso"
2,4,4,5,1,3,2,1,2,4,"Confiado, Desorganizado, Resiliente, Creativo"
1,4,2,4,2,4,1,4,2,3,"Entusiasta, Extrovertido, Conciliador, Organizado, Resiliente"
1,1,1,4,2,4,5,5,2,4,"Extrovertido, Franco, Desconfiado, Planificador, Resiliente, Intelectual, Curioso"
4,2,4,5,2,3,4,2,2,4,"Callado, Discreto, Competitivo, Crítico, Relajado, Impulsivo, Calmado, Original, Imaginativo"
4,3,4,5,3,2,3,2,1,2,"Reflexivo, Espontáneo, Desorganizado, Resiliente, Estable emocionalmente, Tradicional"
2,4,3,3,1,4,3,3,3,4,"Energético, Original, Curioso"
2,3,4,4,1,3,3,2,2,4,"Desorganizado, Espontáneo, Sereno, Calmado, Imaginativo, Creativo"
4,4,2,2,2,2,2,4,3,4,"Reflexivo, Distante, Confiado, Fiable, Creativo, No convencional"
5,3,4,2,2,2,4,1,4,4,"Callado, Discreto, Directo, Franco, Flexible, Impulsivo, Ansioso, Sensible al estrés, Original"
5,4,1,4,2,2,2,5,3,4,"Introvertido, Compasivo, Planificador, Disciplinado, Sereno, Seguro, Creativo, No convencional"
4,5,3,5,3,3,2,3,1,3,"Callado, Confiado, Compasivo, Seguro"
3,4,4,3,1,3,2,2,4,5,"Amable, Empático, Relajado, Curioso"
4,3,5,4,4,2,2,2,3,3,"Distante, Introvertido, Relajado, Pies en la tierra"
3,3,2,3,1,2,3,4,4,5,"Discreto, Callado, Eficiente, Disciplinado, Original"
3,4,2,3,3,3,2,4,3,3,"Conciliador, Planificador"
3,2,3,5,2,2,4,3,2,4,"Introvertido, Reflexivo, Escéptico, Calmado, Resiliente, Imaginativo"
3,5,3,4,2,4,1,3,2,4,"Conciliador, Amable, Sereno, Curioso"
3,4,4,3,1,3,2,3,3,4,"Empático, Cooperador, Relajado, No convencional"
2,3,4,3,4,4,4,2,3,3,"Sociable, Hablador, Crítico, Escéptico, Relajado, Tradicional"
1,3,5,2,5,5,3,2,3,2,"Entusiasta, Extrovertido, Desorganizado, Espontáneo, Convencional, Tradicional"
4,1,3,2,5,3,5,3,3,2,"Distante, Reservado, Franco, Desconfiado, Tradicional, Pragmático"
1,2,1,2,2,4,5,4,4,4,"Extrovertido, Crítico, Planificador, Eficiente, Inseguro, Ansioso, No convencional, Imaginativo"
2,4,2,1,3,3,3,4,4,3,"Organizado, Temperamental, Preocupado"
3,3,3,2,2,2,3,3,4,4,"Callado, Preocupado, Inseguro, No convencional, Imaginativo"
3,4,5,4,2,3,2,1,3,4,"Confiado, Impulsivo, Espontáneo, Resiliente, Curioso"
3,3,4,4,2,3,3,2,3,4,"Impulsivo, Resiliente, Sereno, Intelectual, Curioso"
4,4,1,3,2,3,2,4,3,5,"Callado, Confiado, Fiable, Original, Imaginativo"
4,3,1,2,3,2,2,4,4,3,"Reflexivo, Reservado, Minucioso, Organizado, Vulnerable"
2,3,1,4,4,4,4,5,3,1,"Sociable, Directo, Fiable, Organizado, Sereno, Seguro, Convencional"
5,4,3,2,2,2,2,2,4,4,"Reservado, Reflexivo, Amable, Flexible, Preocupado, Temperamental, Original"
2,5,2,4,2,4,1,4,2,5,"Asertivo, Energético, Empático, Disciplinado, Planificador, Resiliente, Calmado, No convencional, Curioso"
5,3,2,1,2,2,3,3,5,4,"Reflexivo, Sensible al estrés, Intelectual"
4,3,2,3,4,3,3,5,2,3,"Reflexivo, Organizado, Planificador, Calmado, Convencional"
3,3,1,4,4,3,2,5,1,3,"Eficiente, Disciplinado, Resiliente, Pragmático"
2,5,1,5,2,4,1,5,1,3,"Hablador, Empático, Fiable, Relajado, Estable emocionalmente"
1,4,3,3,1,4,1,3,3,4,"Extrovertido, Asertivo, Empático, Cooperador, Curioso"
1,2,4,3,1,4,4,3,3,4,"Sociable, Competitivo, Impulsivo, Intelectual"
2,5,3,4,5,3,1,3,3,2,"Cooperador, Empático, Sereno, Convencional"
4,4,3,5,2,2,2,4,1,4,"Discreto, Conciliador, Seguro, Intelectual, Imaginativo"
3,2,2,5,2,3,5,4,1,4,"Franco, Planificador, Relajado, Intelectual, Creativo"
2,3,2,1,2,3,4,4,4,4,"Desconfiado, Franco, Eficiente, Ansioso, Curioso"
5,3,3,3,4,2,3,3,3,2,"Reflexivo, Pragmático, Práctico"
3,3,2,2,2,3,3,4,4,3,"Minucioso, Ansioso, Vulnerable"
2,4,4,4,4,4,2,2,1,2,"Sociable, Confiado, Cooperador, Relajado, Resiliente, Tradicional"
4,3,3,3,4,2,3,3,3,2,"Reservado, Práctico, Pragmático"
1,4,2,1,1,4,2,4,4,4,"Hablador, Cooperador, Planificador, Fiable, Ansioso, Inseguro, Original, Curioso"
3,4,2,5,3,4,2,4,2,4,"Cooperador, Confiado, Disciplinado, Relajado, Seguro"
1,4,5,3,1,4,2,2,3,5,"Extrovertido, Cooperador, Confiado, Relajado, Espontáneo, No convencional, Intelectual"
4,4,4,2,3,3,2,2,4,3,"Reservado, Conciliador, Amable, Espontáneo, Desorganizado, Ansioso, Sensible al estrés"
3,4,4,3,3,2,2,3,2,4,"Introvertido, Callado, Amable, Empático, Flexible, Espontáneo, Estable emocionalmente"
3,3,1,5,1,3,3,5,1,5,"Disciplinado, Sereno, Original"
3,5,3,3,2,4,1,3,4,4,"Conciliador, Empático, Imaginativo"
2,4,5,5,3,4,1,2,1,4,"Entusiasta, Confiado, Descuidado, Estable emocionalmente, Resiliente"
4,3,3,4,2,2,3,4,3,4,"Introvertido, Distante, Estable emocionalmente, Seguro, Intelectual, Imaginativo"
1,3,3,4,1,5,3,3,2,5,"Sociable, Calmado, Relajado, Creativo"
4,3,3,3,5,2,3,3,3,2,"Distante, Práctico, Tradicional"
2,3,1,3,2,4,3,4,3,4,"Asertivo, Disciplinado, Planificador, No convencional, Intelectual"
3,4,2,2,4,2,2,4,4,2,"Reservado, Reflexivo, Empático, Planificador, Preocupado, Ansioso, Práctico, Realista"
5,5,2,2,2,2,1,4,3,4,"Discreto, Compasivo, Fiable, Eficiente, Intelectual"
1,5,3,4,3,4,1,3,2,4,"Extrovertido, Entusiasta, Empático, Confiado, Calmado"
4,3,4,3,4,2,3,2,2,3,"Reflexivo, Flexible, Calmado, Relajado, Pies en la tierra"
3,4,3,3,3,2,3,3,3,3,Distante
2,5,2,4,1,3,1,4,2,5,"Empático, Amable, Disciplinado, Fiable, Seguro, Calmado, Imaginativo, Curioso"
3,4,1,4,3,4,1,5,2,3,"Cooperador, Eficiente, Sereno"
2,3,3,3,2,4,3,3,3,3,"Sociable, Hablador"
2,4,4,3,2,4,2,3,3,4,"Asertivo, Cooperador, Descuidado, Espontáneo, Curioso, No convencional"
4,2,3,1,4,2,4,2,5,2,"Callado, Reflexivo, Franco, Desorganizado, Vulnerable, Inseguro, Tradicional"
2,4,2,2,4,3,3,4,4,3,"Disciplinado, Vulnerable, Tradicional"
4,5,2,4,1,3,1,3,2,5,"Callado, Conciliador, Seguro, Creativo, Curioso"
3,4,2,5,3,3,3,4,2,3,"Minucioso, Fiable, Relajado"
3,2,4,2,4,2,5,3,4,3,"Reservado, Reflexivo, Escéptico, Franco, Relajado, Desorganizado, Sensible al estrés, Tradicional"
4,4,4,3,5,2,2,3,3,2,"Callado, Reflexivo, Conciliador, Espontáneo, Impulsivo, Tradicional, Convencional"
3,2,4,1,2,3,4,2,5,4,"Escéptico, Desorganizado, Impulsivo, Preocupado, Temperamental, Original"
5,4,2,4,3,2,2,4,3,3,"Introvertido, Compasivo, Planificador, Eficiente, Calmado"
3,3,4,2,1,4,3,3,4,5,"Descuidado, Espontáneo, Sensible al estrés, Preocupado, Creativo"
1,5,2,3,4,4,2,4,3,3,"Hablador, Energético, Confiado, Organizado, Tradicional, Realista"
3,3,4,4,3,3,4,2,3,3,"Competitivo, Escéptico, Desorganizado, Resiliente"
2,4,3,4,4,4,2,3,2,2,"Sociable, Cooperador, Estable emocionalmente, Sereno, Pragmático, Práctico"
5,4,4,2,4,2,2,2,4,2,"Callado, Discreto, Amable, Confiado, Flexible, Espontáneo, Inseguro, Convencional, Pies en la tierra"
3,4,2,4,1,3,2,3,2,4,"Conciliador, Seguro, Calmado, Creativo, Intelectual"
3,4,1,3,2,3,1,5,3,3,"Empático, Compasivo, Organizado"
3,4,4,3,2,3,2,2,3,4,"Conciliador, Empático, Desorganizado, Flexible, No convencional, Creativo"
3,3,1,4,3,3,4,4,2,3,"Escéptico, Crítico, Minucioso, Fiable, Sereno"
5,5,3,3,1,1,1,3,3,5,"Discreto, Compasivo, Creativo, Intelectual"
3,3,4,1,3,2,3,3,5,3,"Introvertido, Discreto, Relajado, Desorganizado, Sensible al estrés, Vulnerable"
4,5,1,3,2,2,1,5,4,4,"Distante, Compasivo, Planificador, No convencional, Creativo"
3,5,2,4,1,3,1,4,2,4,"Conciliador, Confiado, Organizado, Eficiente, Estable emocionalmente, Creativo"
2,3,4,1,3,3,3,2,5,3,"Desorganizado, Ansioso"
5,3,2,1,4,2,3,3,4,2,"Introvertido, Reservado, Vulnerable, Pies en la tierra"
5,3,4,2,1,1,3,3,4,5,"Distante, Callado, Desorganizado, Espontáneo, Preocupado, Ansioso, Curioso, Intelectual"
3,4,4,3,3,3,2,2,3,3,"Compasivo, Espontáneo"
3,4,3,3,2,4,3,2,2,4,"Impulsivo, Espontáneo, Relajado, Calmado, Imaginativo"
5,4,4,1,1,1,2,3,4,5,"Distante, Introvertido, Confiado, Compasivo, Relajado, Preocupado, Sensible al estrés, No convencional"
3,1,1,3,3,3,4,4,3,4,"Franco, Disciplinado"
4,4,1,2,3,3,2,5,3,3,"Callado, Reservado, Compasivo, Amable, Fiable, Eficiente"
3,4,3,3,3,3,2,4,3,3,Amable
3,2,4,3,3,2,4,2,4,3,"Introvertido, Discreto, Crítico, Competitivo, Espontáneo"
4,4,2,2,2,3,2,3,4,4,"Reflexivo, Discreto, Conciliador, Ansioso, Original, No convencional"
2,3,2,2,3,4,2,4,4,3,"Hablador, Entusiasta, Planificador, Minucioso, Ansioso"
3,4,3,4,2,2,2,3,2,5,"Introvertido, Amable, Relajado, No convencional, Original"
3,4,2,2,1,4,3,4,3,5,"Minucioso, No convencional"
3,4,1,4,1,3,2,4,2,5,"Compasivo, Confiado, Planificador, Estable emocionalmente, Creativo, No convencional"
3,4,1,5,3,3,3,5,2,3,"Eficiente, Disciplinado, Seguro"
2,4,1,4,3,4,2,5,2,3,"Asertivo, Extrovertido, Conciliador, Organizado, Resiliente, Estable emocionalmente"
4,4,4,3,4,2,2,2,4,3,"Reflexivo, Discreto, Confiado, Relajado, Descuidado, Práctico, Tradicional"
4,3,4,3,2,2,3,2,3,3,"Distante, Impulsivo, Descuidado"
1,4,1,5,3,4,1,5,2,3,"Extrovertido, Sociable, Compasivo, Confiado, Fiable, Relajado, Sereno"
2,3,2,4,2,4,3,3,3,4,"Energético, Entusiasta, Estable emocionalmente, Sereno, Imaginativo, Intelectual"
4,3,3,2,5,1,2,3,5,2,"Reflexivo, Distante, Preocupado, Convencional, Tradicional"
5,4,2,1,3,2,2,4,4,3,"Reflexivo, Callado, Conciliador, Compasivo, Planificador, Ansioso"
5,2,4,3,3,1,4,2,3,3,"Reservado, Competitivo, Impulsivo, Desorganizado"
3,4,3,4,3,4,3,3,2,4,Calmado
3,4,2,4,3,4,2,3,3,3,"Empático, Conciliador, Calmado"
2,4,4,3,3,4,2,2,2,3,"Extrovertido, Conciliador, Descuidado, Estable emocionalmente, Calmado"
4,3,3,2,2,3,2,3,4,4,"Reflexivo, Sensible al estrés, Intelectual"
3,3,3,2,3,3,2,2,4,3,"Impulsivo, Inseguro, Ansioso"
1,4,4,4,4,4,2,2,2,3,"Hablador, Amable, Relajado, Desorganizado, Resiliente, Sereno, Convencional"
3,3,3,2,3,3,2,3,3,3,Perfil Equilibrado / Moderado
1,2,1,3,3,4,4,4,3,3,"Hablador, Asertivo, Desconfiado, Crítico, Fiable"
3,4,3,3,3,2,3,3,3,3,Introvertido
3,5,2,2,3,2,2,4,4,4,"Callado, Reflexivo, Confiado, Cooperador, Fiable, Minucioso, Vulnerable, Temperamental"
3,3,2,4,2,4,3,4,2,5,"Fiable, Resiliente, Imaginativo"
2,3,2,5,2,4,3,4,2,4,"Asertivo, Planificador, Minucioso, Calmado, Imaginativo, Curioso"
4,2,2,4,3,2,4,3,3,3,"Reservado, Introvertido, Directo, Escéptico, Calmado, Seguro"
3,4,1,4,3,3,1,5,3,2,"Compasivo, Eficiente, Organizado, Sereno, Estable emocionalmente, Pragmático"
4,3,3,3,2,3,4,3,3,4,"Distante, Discreto, Franco, Creativo, No convencional"
4,4,2,4,2,1,2,4,2,3,"Reflexivo, Empático, Compasivo, Eficiente, Disciplinado, Calmado"
5,3,2,1,1,1,2,4,5,5,"Distante, Disciplinado, Fiable, Sensible al estrés, Imaginativo"
3,2,5,5,5,3,3,1,1,1,"Franco, Descuidado, Estable emocionalmente, Resiliente, Convencional, Práctico"
3,3,5,3,3,3,3,2,3,4,"Descuidado, Desorganizado"
2,5,4,5,1,4,1,3,1,5,"Sociable, Empático, Conciliador, Descuidado, Estable emocionalmente, Resiliente, Intelectual, Creativo"
2,3,2,2,2,4,2,4,3,4,"Asertivo, Hablador, Disciplinado, Original"
4,3,2,2,2,3,2,4,3,4,"Distante, Reservado, Organizado, Intelectual, No convencional"
4,4,2,3,2,2,1,3,3,3,"Reservado, Reflexivo, Confiado, Amable"
3,3,1,5,2,3,3,4,1,4,"Planificador, Eficiente, Estable emocionalmente, Imaginativo"
2,5,2,5,2,4,1,4,1,4,"Hablador, Energético, Compasivo, Conciliador, Eficiente, Fiable, Resiliente, Relajado, Curioso"
4,3,4,4,3,2,4,3,2,3,"Reservado, Desconfiado, Descuidado, Desorganizado, Relajado"
2,4,3,1,3,4,2,4,4,3,"Asertivo, Sociable, Compasivo, Temperamental"
1,3,3,3,3,4,3,3,2,3,"Sociable, Sereno, Relajado"
4,2,2,2,1,3,4,3,4,4,"Distante, Reservado, Directo, Temperamental, Inseguro, No convencional"
1,4,2,3,3,4,2,3,3,4,"Entusiasta, Energético, Confiado, Amable"
3,5,1,4,1,3,1,4,2,5,"Empático, Cooperador, Organizado, Eficiente, Sereno, No convencional"
2,4,3,5,1,4,2,3,2,5,"Hablador, Entusiasta, Conciliador, Relajado, Calmado, Imaginativo, No convencional"
4,5,2,3,3,2,1,3,3,3,"Introvertido, Reservado, Conciliador"
5,5,3,1,4,1,1,3,4,2,"Introvertido, Callado, Confiado, Conciliador, Temperamental, Inseguro, Realista"
3,4,3,4,2,4,1,3,3,4,"Confiado, Relajado, Estable emocionalmente, Curioso, Intelectual"
3,4,3,4,2,3,2,3,2,4,"Compasivo, Relajado, Calmado, Original"
4,5,2,4,2,3,1,5,2,4,"Callado, Compasivo, Disciplinado, Eficiente, Sereno, Curioso, Intelectual"
4,4,4,5,3,2,3,3,2,3,"Reflexivo, Callado, Impulsivo, Resiliente, Seguro"
4,3,3,3,1,2,3,3,3,5,"Introvertido, Discreto, Curioso, Intelectual"
3,4,2,4,3,3,2,3,2,3,"Amable, Sereno, Calmado"
2,4,4,2,3,5,2,2,4,3,"Energético, Empático, Cooperador, Flexible, Desorganizado, Preocupado, Ansioso"
2,3,2,4,1,4,4,5,3,4,"Asertivo, Competitivo, Directo, Fiable, Seguro, Estable emocionalmente, No convencional, Creativo"
5,2,2,1,3,1,4,4,5,3,"Discreto, Franco, Directo, Fiable, Minucioso, Ansioso"
4,5,3,4,2,3,1,4,2,5,"Distante, Introvertido, Conciliador, Resiliente, Relajado, Intelectual, Creativo"
3,4,3,2,3,3,1,3,4,3,"Conciliador, Ansioso"
1,4,2,5,2,4,2,3,2,4,"Asertivo, Energético, Compasivo, Seguro, Relajado, Imaginativo"
2,3,2,3,2,4,3,4,3,4,"Sociable, Energético, Disciplinado, Original"
4,3,4,3,3,3,3,3,2,3,"Discreto, Impulsivo, Estable emocionalmente"
4,4,2,4,2,3,2,4,2,4,"Discreto, Compasivo, Amable, Planificador, Fiable, Estable emocionalmente, Creativo"
3,3,1,4,4,3,3,5,2,2,"Minucioso, Calmado, Resiliente, Convencional, Realista"
4,4,2,4,2,3,3,3,3,4,"Callado, Relajado, Intelectual"
2,2,3,2,2,4,4,4,4,4,"Sociable, Crítico, Franco, Ansioso, Sensible al estrés, No convencional, Imaginativo"
5,3,3,2,3,2,4,3,4,3,"Discreto, Directo, Escéptico, Vulnerable, Temperamental"
2,4,4,3,3,4,2,3,3,3,"Entusiasta, Asertivo, Cooperador, Relajado"
3,3,2,3,2,2,3,4,2,3,"Reflexivo, Minucioso, Eficiente, Resiliente, Relajado"
3,3,5,3,1,3,3,1,3,4,"Descuidado, Desorganizado, Intelectual"
4,5,1,3,2,2,1,4,3,4,"Callado, Reservado, Empático, Compasivo, Minucioso, No convencional, Original"
2,3,3,2,2,4,4,3,4,3,"Asertivo, Energético, Crítico, Sensible al estrés"
2,4,1,5,2,4,2,5,2,4,"Extrovertido, Confiado, Eficiente, Disciplinado, Calmado, Sereno, Imaginativo, Original"
5,2,3,4,3,2,3,3,2,4,"Callado, Introvertido, Crítico, Relajado, Sereno"
2,3,2,3,1,4,3,4,3,4,"Hablador, Extrovertido, Fiable, Planificador, No convencional"
3,4,1,1,1,4,2,4,4,4,"Empático, Cooperador, Planificador, Disciplinado, Ansioso, Original"
2,2,4,3,3,3,5,3,3,3,"Competitivo, Desorganizado"
4,3,5,1,3,3,3,2,5,3,"Distante, Desorganizado, Ansioso"
2,4,3,5,4,3,2,3,1,3,"Amable, Cooperador, Seguro, Convencional"
5,2,2,4,4,1,4,4,3,1,"Distante, Reflexivo, Directo, Franco, Fiable, Estable emocionalmente, Relajado, Realista"
3,3,2,5,2,3,3,4,1,4,"Disciplinado, Estable emocionalmente, Resiliente, No convencional"
2,3,2,3,2,3,3,4,3,4,"Eficiente, Imaginativo, Curioso"
1,3,4,2,3,4,3,3,4,3,"Entusiasta, Desorganizado, Inseguro"
3,3,4,2,3,3,4,2,3,3,"Crítico, Relajado, Flexible"
2,3,4,3,2,5,4,3,2,4,"Hablador, Energético, Directo, Relajado, Seguro, Original, Curioso"
4,2,2,5,3,2,4,4,1,4,"Callado, Directo, Organizado, Sereno"
3,3,4,4,4,3,3,3,2,2,"Desorganizado, Sereno, Convencional, Práctico"
3,4,5,1,3,3,2,2,5,3,"Amable, Conciliador, Desorganizado, Temperamental, Ansioso"
1,3,2,2,2,4,3,3,5,4,"Extrovertido, Asertivo, Preocupado, Original"
3,5,2,2,2,3,1,5,4,5,"Confiado, Cooperador, Disciplinado, Inseguro, Creativo"
3,3,2,2,2,2,3,3,4,4,"Reflexivo, Temperamental, Vulnerable, No convencional, Intelectual"
4,3,3,4,1,2,2,3,2,5,"Callado, Introvertido, Seguro, Curioso, Creativo"
4,3,4,2,3,3,3,3,4,3,"Distante, Reflexivo, Relajado, Ansioso"
2,4,1,4,2,3,2,5,2,4,"Compasivo, Amable, Eficiente, Relajado, Sereno, Original, Intelectual"
2,4,4,5,2,3,1,3,1,3,"Compasivo, Confiado, Flexible, Descuidado, Sereno"
2,5,4,4,1,3,1,3,3,5,"Conciliador, Flexible, Impulsivo, Relajado, Creativo, Original"
3,3,2,3,3,3,3,3,3,3,Perfil Equilibrado / Moderado
3,4,3,3,3,2,3,2,4,3,"Reservado, Descuidado, Impulsivo"
4,5,3,4,4,3,1,3,3,3,"Callado, Confiado, Estable emocionalmente, Convencional"
3,4,2,3,2,3,1,3,3,3,Cooperador
3,4,4,3,4,3,2,3,2,3,"Confiado, Cooperador, Desorganizado, Relajado, Resiliente, Realista"
2,4,3,5,2,3,2,4,1,3,"Confiado, Conciliador, Sereno, Estable emocionalmente"
3,4,4,1,1,3,2,2,5,5,"Compasivo, Empático, Espontáneo, Impulsivo, Ansioso, Preocupado, No convencional, Intelectual"
2,5,1,1,2,4,1,4,4,4,"Hablador, Confiado, Empático, Organizado, Minucioso, Preocupado, Ansioso, Creativo"
5,2,3,3,4,1,3,3,3,2,"Discreto, Introvertido, Escéptico, Realista, Convencional"
4,4,1,3,2,3,3,4,3,3,"Discreto, Distante, Eficiente, Fiable"
1,2,3,2,1,5,4,3,3,5,"Extrovertido, Directo, Desconfiado, Curioso"
4,2,3,4,2,2,4,3,3,4,"Introvertido, Callado, Competitivo, Franco, Calmado, Intelectual"
4,3,3,3,4,2,2,3,4,2,"Reflexivo, Discreto, Práctico, Tradicional"
3,3,2,4,1,4,3,3,2,5,"Sereno, Creativo"
1,2,3,2,2,4,4,2,4,4,"Extrovertido, Desconfiado, Relajado, Inseguro, Temperamental, Imaginativo, Creativo"
1,3,3,3,2,4,2,3,3,4,"Hablador, Creativo, No convencional"
2,3,3,1,2,3,3,3,5,3,Temperamental
5,3,1,3,1,2,3,5,3,5,"Reservado, Callado, Fiable, Original"
2,3,3,2,4,4,3,2,3,3,"Sociable, Energético, Relajado, Convencional"
3,3,3,4,3,4,3,4,3,3,"Sereno, Relajado"
1,3,2,4,3,4,3,4,2,4,"Sociable, Organizado, Resiliente"
4,3,2,3,3,3,3,3,3,4,Callado
5,3,1,4,3,2,4,5,2,4,"Introvertido, Reflexivo, Directo, Franco, Fiable, Disciplinado, Sereno"
3,3,3,5,2,3,4,4,1,4,"Desconfiado, Resiliente, Intelectual, Creativo"
3,4,3,2,2,2,3,3,4,4,"Reflexivo, Callado, Preocupado, Temperamental, Intelectual, No convencional"
4,4,5,1,1,2,2,2,5,5,"Reservado, Conciliador, Empático, Relajado, Preocupado, Imaginativo"
1,2,2,2,3,5,4,4,3,3,"Entusiasta, Hablador, Directo, Organizado, Fiable"
4,3,2,2,3,2,2,4,5,3,"Reservado, Eficiente, Preocupado, Ansioso"
4,4,3,4,2,2,2,3,2,4,"Reflexivo, Introvertido, Confiado, Amable, Calmado, Imaginativo, Intelectual"
3,4,4,3,3,3,3,3,3,3,"Flexible, Desorganizado"
4,4,2,5,3,2,3,4,2,3,"Reflexivo, Discreto, Eficiente, Fiable, Relajado"
3,3,2,5,2,3,2,3,2,4,"Estable emocionalmente, Curioso"
4,4,2,1,1,3,2,4,4,4,"Distante, Empático, Eficiente, Ansioso, Intelectual, No convencional"
2,4,3,3,1,3,1,4,2,5,"Empático, Calmado, Seguro, Curioso"
3,4,1,2,1,3,2,4,3,4,"Confiado, Planificador, Imaginativo"
1,3,2,4,4,5,3,3,2,2,"Energético, Seguro, Calmado, Pragmático"
2,1,2,2,1,3,5,4,4,4,"Directo, Competitivo, Organizado, Minucioso, Preocupado, Creativo, Imaginativo"
2,3,4,3,3,4,3,3,2,4,"Hablador, Energético, Flexible, Calmado"
4,3,2,2,3,3,4,3,4,3,"Reflexivo, Crítico, Competitivo, Temperamental, Ansioso"
1,3,3,3,1,5,3,3,3,4,"Entusiasta, Sociable, Intelectual, Original"
3,5,1,3,2,3,2,4,3,4,"Conciliador, Eficiente, Imaginativo"
4,5,2,2,1,2,1,3,4,5,"Introvertido, Callado, Compasivo, Ansioso, Inseguro, No convencional, Imaginativo"
3,2,4,3,2,3,5,2,4,4,"Desconfiado, Crítico, Relajado, Imaginativo"
